,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,s1297,TV Show,Hello,,,,,,,,,, Moon Seong-hyun,,,,,, Jung Dae-ro, Shin Mun-seong, Kim Ki-ri, Koh Woo-ri, Choi Tae-hwan|South Korea|February 18, 2021|2021|TV-14|1 Season|International TV Shows, Romantic TV Shows, TV Comedies|Miserable and unsuccessful, a woman thinks she's lost all her spark — until one day, her spunky younger self appears in front of her demanding change.,,,,,,,,,,,,,,,,,,,,,,,,,
1297,s1298,Movie,No Escape Room,Alex Merkin,Jeni Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,s1299,TV Show,Sisyphus,,Cho Seung-woo,,,,,,,, TV Action & Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,s1300,TV Show,Thus Spoke Kishibe Rohan,,Takahiro Sakurai,,,,,,,, Shinnosuke Ogami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,s1301,TV Show,Amend: The Fight for America,,Will Smith,,,,,,,, Diane Guerrero,,,,,, Ki Hong Lee, Gabriel Luna, Marsai Martin, Dermot Mulroney, Tig Notaro, Jae Suh Park, Randall Park, Pedro Pascal, Yara Shahidi, Alia Shawkat, Algee Smith, Willow Smith, Courtney B. Vance, Lena Waithe, Samira Wiley, Larry Wilmore|United States|February 17, 2021|2021|TV-MA|1 Season|Docuseries|Will Smith hosts this look at the evolving, often lethal, fight for equal rights in America through the lens of the US Constitution's 14th Amendment.,,,,,,,,,,,,,,,,
1301,s1302,TV Show,Behind Her Eyes,,Simona Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,s1303,TV Show,MeatEater,,Steven Rinella,United States,17-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,s1304,Movie,The Most Unknown,Ian Cheney,,United States,17-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,s1305,Movie,Animals on the Loose: A You vs. Wild Movie,Ben Simms,Bear Grylls,United States,16-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,s1306,Movie,Awara Paagal Deewana,Vikram Bhatt,Akshay Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,s1307,TV Show,Good Girls,,Christina Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,s1308,Movie,The Resurrection of Gavin Stone,Dallas Jenkins,Brett Dalton,,,,,,,, a Hollywood bad boy finds redemption while fulfilling his court-ordered community service at a megachurch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,s1309,TV Show,Booba,,Roman Karev,United Kingdom,15-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,s1310,Movie,My Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,s1311,TV Show,The Crew,,Kevin James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,s1312,Movie,Namaste Wahala,Hamisha Daryani Ahuja,Ini Dima-Okojie,,,,,,,, International Movies,An interracial romance hits humorous and heart-wrenching hiccups as the couple's parents fight tooth and nail against their relationship.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,s1313,Movie,Monsoon,Hong Khaou,Henry Golding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,s1314,TV Show,Buried by the Bernards,,,United States,12-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,s1315,TV Show,Chappelle's Show,,Dave Chappelle,United States,12-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,s1316,Movie,Hate by Dani Rovira,Mario Briongos,Dani Rovira,Spain,12-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,s1317,Movie,Mundina Nildana,Vinay Bharadwaj,Praveen Tej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,s1318,TV Show,Nadiya Bakes,,Nadiya Hussain,United Kingdom,12-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,s1319,Movie,To All The Boys: Always And Forever,Michael Fimognari,Lana Condor,,,,,,,,2021,2021,TV-14,116 min,Comedies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,s1320,Movie,Xico's Journey,Eric D. Cabello Díaz,Verónica Alva,,,,,,,, Xico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,s1321,TV Show,Capitani,,Luc Schiltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,s1322,TV Show,El Chema,,Mauricio Ochmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,s1323,Movie,Growing up and other problems,Clara Martínez-Lázaro,Silvia Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,s1324,Movie,Layla Majnun,Monty Tiwa,Reza Rahadian,,,,,,,, Murad Ismayil,,,,,, International Movies, Romantic Movies|While in Azerbaijan, Layla, an Indonesian scholar, falls for Samir, an admirer of her work — but her arranged marriage stands in the way.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,s1325,Movie,Middle of Nowhere,Ava DuVernay,Emayatzy Corinealdi,,,,,,,, medical student Ruby shelves her studies to focus on her partner's welfare as he serves his time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,s1326,Movie,Red Dot,Alain Darborg,Nanna Blondell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,s1327,Movie,Squared Love,Filip Zylber,Adrianna Chlebicka,,,,,,,, Romantic Movies,A celebrity journalist and renowned womanizer starts to rethink his life choices after he falls for a mysterious model who leads a double life.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,s1328,Movie,This Is the Life,Ava DuVernay,Abstract Rude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,s1329,TV Show,Crime Scene: The Vanishing at the Cecil Hotel,Joe Berlinger,,United States,10-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,s1330,Movie,The Misadventures of Hedi and Cokeman,Julien Royal,Hedi Bouchenafa,,,,,,,, two dysfunctional dealers use family ties to try to boost their small drug business in this crass comedy based on the webseries.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,s1331,Movie,The World We Make,Brian Baugh,Caleb Castille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,s1332,TV Show,Five Came Back: The Reference Films,,,United States,9-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,s1333,TV Show,ICarly,,Miranda Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,s1334,Movie,War Dogs,Todd Phillips,Jonah Hill,,,,,,,, Dramas,A massage therapist gets in over his head when he partners with a charismatic childhood pal in the lucrative but shady business of global arms dealing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,s1335,Movie,Monster Run,Henri Wong,Shawn Yue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,s1336,TV Show,The Sinner,,Jessica Biel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,s1337,Movie,Blanche Gardin: I talk to myself,Maïa Sandoz,Blanche Gardin,France,5-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,s1338,Movie,Doob: No Bed of Roses,Mostofa Sarwar Farooki,Irrfan Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,s1339,TV Show,Hache,,Adriana Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,s1340,TV Show,Invisible City,,Marco Pigossi,,,,,,,, Samuel de Assis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,s1341,Movie,Little Big Women,Joseph Hsu,Chen Shu-fang,,,,,,,, International Movies,A family grapples with the passing of their estranged father and the remnants of the life he led during his absence.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,s1342,Movie,Malcolm & Marie,Sam Levinson,Zendaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,s1343,Movie,Space Sweepers,Jo Sung-hee,Song Joong-ki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,s1344,Movie,Strip Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,s1345,Movie,The Last Paradiso,Rocco Ricciardulli,Riccardo Scamarcio,,,,,,,, a passionate free spirit dreams of love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,s1346,Movie,The Yin-Yang Master: Dream Of Eternity,Guo Jingming,Mark Chao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,s1347,Movie,All My Friends Are Dead,Jan Belcl,Julia Wieniawa-Narkiewicz,,,,,,,, Aleksandra Pisula,,,,,, International Movies|A group of friends at a New Year’s Eve party go through a whirlwind of events that exposes secrets, breaks hearts — and leads to a shocking outcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,s1348,Movie,Black Beach,Esteban Crespo,Raúl Arévalo,,,,,,,, Olivier Bony,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,s1349,TV Show,Firefly Lane,,Katherine Heigl,,,,,,,, TV Dramas,Best friends Tully and Kate support each other through good times and bad with an unbreakable bond that carries them from their teens to their 40s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,s1350,TV Show,Pablo Escobar,,,,,,,,,, Spanish-Language TV Shows,From his days as a petty thief to becoming head of a drug-trafficking empire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,s1351,TV Show,Power Rangers Ninja Steel,,William Shewfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,s1352,Movie,Our Lady of San Juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,s1353,TV Show,Tiffany Haddish Presents: They Ready,,Tracey Ashley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,s1354,Movie,Beverly Hills Ninja,Dennis Dugan,Chris Farley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,s1355,TV Show,Heartland,,Amber Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,s1356,TV Show,Love Daily,,Kamil McFadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,s1357,TV Show,My Dead Ex,,Katherine Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,s1358,Movie,Rocks,Sarah Gavron,Bukky Bakray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,s1359,Movie,Shutter Island,Martin Scorsese,Leonardo DiCaprio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,s1360,Movie,The Bank Job,Roger Donaldson,Jason Statham,,,,,,,, International Movies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,s1361,TV Show,The House Arrest of Us,Richard Arellano,Daniel Padilla,,,,,,,, Romantic TV Shows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,s1362,TV Show,The Unsettling,,Holly Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,s1363,TV Show,Total Drama,,Clé Bennett,,,,,,,, Peter Oldring,,,,,, 2021|2015|TV-PG|7 Seasons|Kids' TV, TV Comedies|Heartwarming moments are interspersed with backstabbing, scheming, sabotage and broken alliances in this animated spoof of reality show competitions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,s1364,TV Show,Zac and Mia,,Kian Lawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,s1365,Movie,Zathura,Jon Favreau,Jonah Bobo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,s1366,TV Show,Zig & Sharko,,,France,1-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,s1367,Movie,Fatima,Marco Pontecorvo,Joaquim de Almeida,,,,,,,,2021,2020,PG-13,113 min,Dramas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,s1368,Movie,Hell Fest,Gregory Plotkin,Amy Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,s1369,Movie,Below Zero,Lluís Quílez,Javier Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,s1370,Movie,Finding ‘Ohana,Jude Weng,Kea Peahu,,,,,,,, two siblings from Brooklyn connect with their Hawaiian heritage — and their family — on a daring quest for long-lost treasure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,s1371,Movie,The Dig,Simon Stone,Carey Mulligan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,s1372,TV Show,We Are: The Brooklyn Saints,,,United States,29-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,s1373,Movie,June & Kopi,Noviandra Santosa,Acha Septriasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,s1374,TV Show,50M2,,Engin Öztürk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,s1375,Movie,Accomplice,Jeremy Grant,Kurt Sorge,,,,,,,, Jaxson Riddle,,,,,, Sports Movies|Traverse the globe with the world's top riders as they pedal through rugged terrain and majestic locations in this visual homage to the bicycle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,s1376,TV Show,BONDING,,Zoe Levin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,s1377,Movie,Kilometers and Kilometers,Jeo Baby,Tovino Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,s1378,TV Show,Outlander,,Caitriona Balfe,,,,,,,, Sophie Skelton,,,,,, 2021|2018|TV-MA|4 Seasons|Romantic TV Shows, TV Action & Adventure, TV Dramas|This epic tale adapted from Diana Gabaldon's popular series of fantasy-romance novels focuses on the drama of two time-crossed lovers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,s1379,Movie,Penguin Bloom,Glendyn Ivin,Naomi Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,s1380,Movie,Black Rose,Okey Oku,Blossom Chukwujekwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,s1381,TV Show,Go Dog Go,,Michela Luci,,,,,,,,2021,2021,TV-Y,1 Season,Kids' TV,Handy and inventive pup Tag chases adventure with her best pal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,s1382,Movie,Hire a Woman,Ifeanyi Ikpoenyi,Alexx Ekubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,s1383,Movie,She Is,Chris Eneng Enaji,Somkele Iyamah,,,,,,,,2021,2019,TV-PG,102 min,Dramas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,s1384,TV Show,Blown Away,,,Canada,22-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,s1385,TV Show,Busted!,,Yoo Jae-suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,s1386,TV Show,Demon Slayer: Kimetsu no Yaiba,,Natsuki Hanae,,,,,,,, Takumi Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,s1387,Movie,So My Grandma’s a Lesbian!,Ángeles Reiné,Rosa María Sardà,,,,,,,, LGBTQ Movies,Two women in their 70s decide to come out to their families and get married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,s1388,Movie,The Next Three Days,Paul Haggis,Russell Crowe,,,,,,,, a professor plots a meticulous plan to take back her freedom and reunite his family.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,s1389,Movie,The White Tiger,Ramin Bahrani,Adarsh Gourav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,s1390,Movie,Friendsgiving,Nicol Paone,Malin Akerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,s1391,Movie,The Shadow of Violence,Nick Rowland,Cosmo Jarvis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,s1392,Movie,Cut Throat City,RZA,Shameik Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,s1393,TV Show,Daughter From Another Mother,,Ludwika Paleta,,,,,,,, Spanish-Language TV Shows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,s1394,Movie,Sightless,Cooper Karl,Madelaine Petsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,s1395,TV Show,Spycraft,,,United States,20-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,s1396,TV Show,Hello Ninja,,Lukas Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,s1397,Movie,Homefront,Gary Fleder,Jason Statham,,,,,,,, he moves with his young daughter to a small town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,s1398,Movie,A Monster Calls,J.A. Bayona,Lewis MacDougall,,,,,,,,2021,2016,PG-13,108 min,Dramas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,s1399,Movie,Death of Me,Darren Lynn Bousman,Maggie Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,s1400,Movie,Radium Girls,Lydia Dean Pilcher,,,,,,,,, Bessie and her co-workers set out to expose a corporate cover-up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,s1401,TV Show,Bling Empire,,,United States,15-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,s1402,TV Show,Carmen Sandiego,,Gina Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,s1403,TV Show,Disenchantment,,Abbi Jacobson,,,,,,,, but she'd rather be drinking. Free-spirited Bean exasperates the king as she wreaks havoc with her demon and elf pals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,s1404,Movie,Double Dad,Cris D'Amato,Maisa Silva,,,,,,,, a teen sneaks out of the hippie commune where she lives and embarks on a life-changing adventure to discover who her father is.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,s1405,TV Show,Henry Danger,,Jace Norman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,s1406,Movie,Outside the Wire,Mikael Håfström,Anthony Mackie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,s1407,Movie,Penguins of Madagascar: The Movie,Eric Darnell,,,,,,,,, Rico and Private join forces with the suave agents of the North Wind to defeat power-mad genius Octavius Brine.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,s1408,Movie,Pinkfong & Baby Shark's Space Adventure,Byeon Hee-sun,Jo Kyoung-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,s1409,TV Show,The Magicians,,Jason Ralph,,,,,,,, Canada,15-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,s1410,Movie,The Vanished,Peter Facinelli,Thomas Jane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,s1411,Movie,Tribhanga - Tedhi Medhi Crazy,Renuka Shahane,Kajol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,s1412,Movie,What Would Sophia Loren Do?,Ross Kauffman,"Nancy ""Vincenza Careri"" Kulik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,s1413,Movie,Wish You,Sung Do-jun,Kang In-soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,s1414,Movie,Tanda Tanya,Hanung Bramantyo,Reza Rahadian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,s1415,Movie,The Heartbreak Club,Charles Gozali,,,,,,,,, International Movies,Coping with heartbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,s1416,Movie,An Imperfect Murder,James Toback,Sienna Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,s1417,TV Show,Night Stalker: The Hunt for a Serial Killer,Tiller Russell,,United States,13-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,s1418,Movie,Al acecho,Francisco D'Eufemia,Rodrigo de la Serna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,s1419,Movie,Chris Rock Total Blackout: The Tamborine Extended Cut,Chris Rock,Chris Rock,,12-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,s1420,TV Show,Last Tango in Halifax,Juliet May,Derek Jacobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,s1421,Movie,Crack: Cocaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,s1422,Movie,The Intouchables,Olivier Nakache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,s1423,Movie,Apaharan,Prakash Jha,Ajay Devgn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,s1424,Movie,BluffMaster!,Rohan Sippy,Abhishek Bachchan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,s1425,Movie,Charming,Ross Venokur,Wilmer Valderrama,,,,,,,,2021,2021,TV-Y7,85 min,Children & Family Movies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,s1426,Movie,Creating The Queen's Gambit,,,United States,8-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,s1427,Movie,Gangaajal,Prakash Jha,Ajay Devgn,,,,,,,, a cop soon learns that cleaning up the system also means confronting the corruption among police and politicians.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,s1428,TV Show,Inside the World’s Toughest Prisons,,Paul Connolly,United Kingdom,8-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,s1429,Movie,Is Love Enough? Sir,Rohena Gera,Tillotama Shome,,,,,,,, International Movies,A young widow is hired as the domestic helper for a wealthy architect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,s1430,TV Show,Mighty Little Bheem: Kite Festival,,Sumruddhi Shukla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,s1431,TV Show,Pretend It’s a City,,Fran Lebowitz,United States,8-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,s1432,Movie,Stuck Apart,,Engin Günaydın,,,,,,,, International Movies,Entrenched in a midlife crisis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,s1433,TV Show,The Idhun Chronicles,Maite Ruiz De Austri,Michelle Jenner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,s1434,Movie,100% Halal,Jastis Arimba,Anisa Rahma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,s1435,Movie,Leap!,Eric Summer,,,,,,,,, two young friends in 1880s France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,s1436,Movie,Pieces of a Woman,Kornél Mundruczó,Vanessa Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,s1437,Movie,Ratones Paranoicos: The Band that Rocked Argentina,Alejandro Ruax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,s1438,TV Show,Surviving Death,,,United States,6-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,s1439,Movie,Tony Parker: The Final Shot,Florent Bodin,Tony Parker,France,6-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,s1440,TV Show,History of Swear Words,,Nicolas Cage,United States,5-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,s1441,TV Show,Nailed It! Mexico,,Omar Chaparro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,s1442,Movie,Hello Brother,Sohail Khan,Salman Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
